gene_symbol,Bmi1
mouse_strain,C57BL
parameter_id,HRWLLA_OFD_013_001
gene_accession_id,MGI:88174
pvalue,0.3943295
parameter_name,Periphery average speed
analysis_id,rn1h288u24z4z53
mouse_life_stage,E12.5
