gene_symbol,Nucks1
analysis_id,urlli68i513uwmv
pvalue,0.4518038
parameter_name,Joints
Gene_accession_id,MGI:1934811
Mouse_life_stage,Late adult
Parameter_id,IMPC_XRY_027_001
mouse_strain,C57BL
