gene_symbol,Kdm4c
pvalue,0.2443895
mouse_life_stage,Early adult
analysis_id,jnxddck709z0796
parameter_name,Total cholesterol
parameter_id,HMGULA_CBC_015_001
mouse_strain,C57BL
gene_accession_id,MGI:1924054
