gene_symbol,Zmynd19
mouse_life_stage,Early adult
analysis_id,ow451n5s6n9p42v
parameter_name,Snout size
parameter_id,IMPC_CSD_028_001
mouse_strain,C57BL
gene_accession_id,MGI:1914437
pvalue,0.815548
