gene_symbol,Secisbp2l
mouse_strain,C57BL
parameter_name,HDL-cholesterol
gene_accession_id,MGI:1917604
mouse_life_stage,Middle aged adult
parameter_id,HMGULA_CBC_016_001
analysis_id,24xsd72a63clnm2
pvalue,0.9801037
