parameter_id,IMPC_ACS_006_001
gene_symbol,Gja10
mouse_strain,C57BL
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
pvalue,0.654292
analysis_id,26ge55b6tpn2272
parameter_name,Response amplitude - S
