gene_symbol,Snap23
parameter_id,HMGULA_CBC_005_001
parameter_name,Creatinine
mouse_strain,C57BL
analysis_id,i49c55oqe0l8s1c
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:109356
pvalue,0.4529843
