gene_symbol,Bcs1l
parameter_name,KLRG1+ Treg cells - % of Treg
gene_accession_id,MGI:1914071
parameter_id,MGP_MLN_011_001
mouse_life_stage,E12.5
analysis_id,2v1f10s466x1zd3
pvalue,0.7986464
mouse_strain,C57BL
