gene_symbol,Arpc2
parameter_name,Startle Response
mouse_strain,C57BL
parameter_id,M-G-P_008_001_013
gene_accession_id,MGI:1923959
mouse_life_stage,Early adult
analysis_id,fcb9gh4z1rmoou3
pvalue,0.472665
