gene_symbol,Pex19
gene_accession_id,MGI:1334458
pvalue,0.3794974
parameter_name,Coat - color - abdomen
mouse_strain,C57BL
parameter_id,IMPC_CSD_007_001
mouse_life_stage,Early adult
analysis_id,40nkdyjl7385q7j
