gene_symbol,Frmpd1
analysis_id,3918qn642i3rgz3
gene_accession_id,MGI:2446274
parameter_name,Effector NK cells - % of CD45+
mouse_life_stage,Late adult
parameter_id,MGP_IMM_099_001
mouse_strain,C57BL
pvalue,0.2036479
