mouse_strain,C57BL
parameter_id,MGP_IMM_022_001
analysis_id,89902asb61iarsh
parameter_name,KLRG1+ gd T cells - % of gd T cells
pvalue,0.1077574
gene_symbol,F2
gene_accession_id,MGI:88380
mouse_life_stage,Early adult
