parameter_id,IMPC_ACS_035_001
analysis_id,k6p1i85jsl3282x
gene_accession_id,MGI:1924315
gene_symbol,Ints7
mouse_life_stage,E9.5
parameter_name,% Pre-pulse inhibition - PPI3
mouse_strain,C57BL
pvalue,0.6352577
