pvalue,0.07332181
parameter_id,HMGULA_HWT_008_001
gene_symbol,Alkbh3
analysis_id,5376ly2q6156by7
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_name,Heart weight
gene_accession_id,MGI:1916363
