gene_symbol,Frmpd1
pvalue,0.4121425
parameter_id,MGP_PBI_011_001
analysis_id,6kg9btzy1870wn2
parameter_name,KLRG1+ mature NK cell percentage
mouse_life_stage,Early adult
mouse_strain,C57BL
gene_accession_id,MGI:2446274
