parameter_name,Total cholesterol
mouse_strain,C57BL
gene_accession_id,MGI:2653612
mouse_life_stage,Early adult
gene_symbol,Amigo1
pvalue,0.580523
parameter_id,IMPC_CBC_015_001
analysis_id,0d6458766q22kac
