parameter_name,Prepulse inhibition - PP4
mouse_strain,C57BL
mouse_life_stage,Early adult
parameter_id,ESLIM_011_001_704
gene_accession_id,MGI:3522699
analysis_id,qkae640e7432d1m
pvalue,0.8099142
gene_symbol,Trpa1
