gene_symbol,Jun
pvalue,0.1787404
mouse_life_stage,E15.5
gene_accession_id,MGI:96646
parameter_name,KLRG1+ Treg cells - % of CD45+
parameter_id,MGP_MLN_072_001
analysis_id,6b35ap5987l1f50
mouse_strain,C57BL
