gene_symbol,Galnt13
mouse_strain,C57BL
parameter_id,IMPC_IMM_065_001
analysis_id,bdci740k4898d37
gene_accession_id,MGI:2139447
pvalue,0.2244336
mouse_life_stage,Late adult
parameter_name,B2B Cells
