parameter_id,MGP_MLN_074_001
analysis_id,9n4h9oq8z9j5w65
mouse_strain,C59BL
pvalue,0.892983
mouse_life_stage,E18.5
parameter_name,Effector CD8+ T cells - % of CD45+
gene_accession_id,MGI:1914309
gene_symbol,Ola1
