gene_symbol,Frmpd1
parameter_name,Ulna
gene_accession_id,MGI:2446274
mouse_strain,C57BL
analysis_id,8k8a6ukvd6q4346
mouse_life_stage,Middle aged adult
pvalue,0.4881398
parameter_id,IMPC_XRY_023_001
