gene_symbol,Cldn19
pvalue,3.207976e-05
parameter_name,PQ
analysis_id,447u57md6mor8a6
parameter_id,IMPC_ECG_005_001
gene_accession_id,MGI:3033992
mouse_strain,C57BL
mouse_life_stage,Early adult
