parameter_id,IMPC_CSD_029_001
pvalue,0.4174454
mouse_strain,C57BL
gene_symbol,Ola1
analysis_id,ldjq04bi870kbp6
gene_accession_id,MGI:1914309
mouse_life_stage,E18.5
parameter_name,Activity (body position)
