gene_symbol,Cd52
mouse_life_stage,Early adult
gene_accession_id,MGI:1346088
mouse_strain,C59BL
pvalue,0.8601929
parameter_id,IMPC_ABR_004_001
parameter_name,6kHz-evoked ABR Threshold
analysis_id,m5ziidir792q4er
