parameter_name,Prepulse inhibition - PP4
gene_accession_id,MGI:1922745
gene_symbol,Morn5
mouse_strain,C57BL
parameter_id,ESLIM_011_001_704
analysis_id,17238w9al4206oe
mouse_life_stage,Early adult
pvalue,0.6975109
