mouse_life_stage,Early adult
pvalue,0.3755312
parameter_name,Lean/Body weight
parameter_id,ESLIM_005_001_702
gene_symbol,Inpp1
analysis_id,y15gisknq99cg51
mouse_strain,129SV
gene_accession_id,MGI:104848
