gene_symbol,Bpifa3
pvalue,0.2102818
parameter_name,Edema
gene_accession_id,MGI:1920638
mouse_life_stage,Early adult
mouse_strain,129SV
parameter_id,IMPC_GEO_064_001
analysis_id,8p697u08b42tr9m
