gene_symbol,Cdin1
mouse_life_stage,Early adult
mouse_strain,C57BL
pvalue,0.3712907
parameter_name,Resting Treg cells - % of CD45+
parameter_id,MGP_IMM_078_001
gene_accession_id,MGI:3026886
analysis_id,1442m3qv85hj95e
