mouse_life_stage,Early adult
gene_accession_id,MGI:1924054
mouse_strain,C57BL
parameter_name,CD4+ KLRG1+ alpha beta T cell number
parameter_id,MGP_PBI_032_001
analysis_id,6bb43857456onu5
pvalue,0.4214334
gene_symbol,Kdm4c
