parameter_id,IMPC_DXA_007_001
parameter_name,BMC/Body weight
mouse_strain,C57BL
gene_symbol,Gja10
pvalue,0.6996865
analysis_id,ecby49cq2488218
mouse_life_stage,Early adult
gene_accession_id,MGI:1339969
