gene_symbol,Wars2
analysis_id,v84zk967yojp508
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
parameter_id,MGP_IMM_082_001
parameter_name,Resting CD8+ T cells - % of CD45+
mouse_strain,C57BL
pvalue,0.6399033
