pvalue,0.09923333
analysis_id,axv0b3k2jqw093j
mouse_strain,C57BL
parameter_id,MGP_CSD_030_001
gene_symbol,Slc17a9
mouse_life_stage,Early adult
gene_accession_id,MGI:1919107
parameter_name,Limb coat/hair presence
