gene_symbol,Hspa5
gene_accession_id,MGI:95835
parameter_name,Body length
mouse_strain,C57BL
analysis_id,3g0n52we7h69xvv
parameter_id,IMPC_DXA_006_001
pvalue,0.7335308
mouse_life_stage,E12.5
