gene_symbol,Bcs1l
mouse_strain,C57BL
mouse_life_stage,E12.5
Parameter_id,MGP_PBI_030_001
Parameter_name,CD8+ CD44+ CD62L- alpha beta effector T cell number
Analysis_id,e4e90u76f8742o9
Gene_accession_id,MGI:1914071
pvalue,0.8559022
