gene_symbol,Arpc2
pvalue,0.7231783
analysis_id,2jzw7r33o23608x
mouse_strain,C57BL
parameter_name,Follicular B Cells (CD21/35+)
parameter_id,IMPC_IMM_067_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1923959
