gene_symbol,Cds2
parameter_name,Global prepulse inhibition
mouse_life_stage,Early adult
gene_accession_id,MGI:1332236
mouse_strain,129SV
parameter_id,ESLIM_011_001_705
pvalue,0.8408155
analysis_id,5l1771x7ectzd02
