gene_symbol,Orc2
parameter_id,IMPC_XRY_023_001
mouse_strain,C57BL
parameter_name,Ulna
analysis_id,56amp0kgizrg101
pvalue,1.247199
gene_accession_id,MGI:1328306
mouse_life_stage,E9.5
