gene_symbol,Wars2
parameter_name,Macrophages - % of CD45+
parameter_id,MGP_IMM_121_001
mouse_life_stage,E12.5
gene_accession_id,MGI:1917810
pvalue,0.9149661
mouse_strain,C57BL
analysis_id,0db566rw172i0zw
