mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_name,CD4+ CD44+ CD62L- alpha beta effector T cell percentage
gene_accession_id,MGI:2140475
pvalue,0.4377179
gene_symbol,AU040320
analysis_id,7y7e4m675qk7pz1
parameter_id,MGP_PBI_009_001
