parameter_id,JAX_OFD_015_001
mouse_strain,C57BL
parameter_name,Center resting time
gene_symbol,Frmpd1
gene_accession_id,MGI:2446274
pvalue,0.3381077
analysis_id,v7w56p2pge629c6
mouse_life_stage,Early adult
