pvalue,0.3168219
parameter_id,JAX_OFD_016_001
mouse_life_stage,E15.5
mouse_strain,C57BL
gene_symbol,Fgb
analysis_id,jax13m79daahic7
parameter_name,Center permanence time
gene_accession_id,MGI:99501
