mouse_strain,129SV
mouse_life_stage,Early adult
pvalue,0.6397222
gene_accession_id,MGI:1921802
parameter_name,Basophil differential count
gene_symbol,Nipal3
parameter_id,IMPC_HEM_038_001
analysis_id,oo8b1sv68gy7xa8
