gene_symbol,Ints7
pvalue,1.246454
analysis_id,934xcd434j234f8
mouse_life_stage,E9.5
gene_accession_id,MGI:1924315
parameter_id,IMPC_EYE_004_001
mouse_strain,C57BL
parameter_name,Eyelid morphology
