mouse_life_stage,Early adult
parameter_id,JAXLA_GRS_011_001
analysis_id,7qg8024a619d097
mouse_strain,C57BL
gene_accession_id,MGI:103302
pvalue,0.4959437
parameter_name,Forelimb and hindlimb grip strength normalised against body weight
gene_symbol,Bmp7
