parameter_id,IMPC_DXA_010_001
mouse_strain,C57BL
parameter_name,Bone Area
pvalue,0.4068546
mouse_life_stage,E12.5
gene_accession_id,MGI:2444554
gene_symbol,Mapkap1
analysis_id,w57y25v229o38hk
