parameter_id,IMPC_GEP_076_001
gene_symbol,Dmap1
gene_accession_id,MGI:1913483
pvalue,0.5143651
analysis_id,984seh2234z324i
parameter_name,Cleft palate
mouse_strain,C57BL
mouse_life_stage,E12.5
