gene_symbol,Traf6
parameter_name,LDL-cholesterol
mouse_life_stage,Early adult
mouse_strain,C57BL
parameter_id,IMPC_CBC_025_001
analysis_id,7a16r95nl2b1e8w
pvalue,0.0943493
gene_accession_id,MGI:108072
