mouse_strain,129SV
mouse_life_stage,Early adult
gene_symbol,Mms22l
analysis_id,b2vw72s611hkwp1
parameter_id,MGP_CSD_030_001
parameter_name,Limb coat/hair presence
gene_accession_id,MGI:2684980
pvalue,0.9581799
