gene_symbol,Nanp
parameter_id,MGP_MLN_058_001
parameter_name,Plasmacytoid DC - % of DC
analysis_id,bz9e5j7v0uzsd81
mouse_life_stage,Early adult
gene_accession_id,MGI:1914561
pvalue,0.8249834
mouse_strain,C57BL
