parameter_id,IMPC_CBC_024_001
mouse_strain,129SV
gene_accession_id,MGI:2385884
pvalue,1.396382
analysis_id,91t0uz61q59799e
parameter_name,UIBC (unsaturated iron binding capacity)
gene_symbol,Ddx27
mouse_life_stage,Early adult
