gene_symbol,Secisbp2l
analysis_id,d735m593396k478
gene_accession_id,MGI:1917604
parameter_name,Startle response
mouse_strain,C57BL
pvalue,0.5762303
parameter_id,MGP_CSD_008_001
mouse_life_stage,Late adult
