gene_symbol,Lpgat1
parameter_name,Light side time spent
pvalue,0.7280397
mouse_life_stage,Middle aged adult
gene_accession_id,MGI:2446186
parameter_id,JAX_LDT_002_001
mouse_strain,C57BL
analysis_id,jlb6ku376n408zp
