gene_symbol,Cldn19
mouse_strain,C57BL
parameter_name,Periphery permanence time
pvalue,0.602629
gene_accession_id,MGI:3033992
analysis_id,67el19153dv26pm
mouse_life_stage,Early adult
parameter_id,JAX_OFD_012_001
