parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
parameter_name,% Pre-pulse inhibition - PPI1
gene_accession_id,MGI:1915472
mouse_strain,C57BL
pvalue,0.2093368
gene_symbol,Tubb4b
analysis_id,8039pgg6p0j85fg
