parameter_name,Lean/Body weight
gene_accession_id,MGI:1924315
parameter_id,ESLIM_005_001_702
mouse_strain,C57BL
pvalue,0.1374145
mouse_life_stage,Early adult
gene_symbol,Ints7
analysis_id,m0u10z7zo8o5ufm
