gene_symbol,Frmpd1
parameter_name,Retina (combined)
pvalue,0.6863645
mouse_life_stage,Late adult
mouse_strain,C57BL
parameter_id,JAXLA_EYE_092_001
analysis_id,ze6ud11f9i06udq
gene_accession_id,MGI:2446274
