mouse_life_stage,E9.5
mouse_strain,C57BL
gene_accession_id,MGI:1920026
parameter_name,B2B Cells
pvalue,0.8370302
analysis_id,di71jqkj12ymt49
parameter_id,IMPC_IMM_065_001
gene_symbol,Sass6
