gene_symbol,Arpc2
gene_accession_id,MGI:1923959
mouse_strain,129SV
pvalue,0.4978126
analysis_id,235me1e56z9529l
parameter_name,% Pre-pulse inhibition - PPI1
parameter_id,IMPC_ACS_033_001
mouse_life_stage,Early adult
