parameter_name,Creatinine
gene_symbol,Pld1
analysis_id,w3253mqe4suy532
parameter_id,IMPC_CBC_005_001
mouse_strain,C57BL
gene_accession_id,MGI:109585
pvalue,0.314429
mouse_life_stage,Early adult
