gene_symbol,Nucks1
mouse_strain,C57BL
analysis_id,vq8ti5ek19i5y7x
parameter_id,IMPC_XRY_002_001
mouse_life_stage,Early adult
gene_accession_id,MGI:1934811
parameter_name,Zygomatic bone
pvalue,0.7133827
