parameter_id,JAX_LDT_008_001
pvalue,0.6719051
mouse_strain,C57BL
mouse_life_stage,Early adult
analysis_id,08f55bcud9m8109
gene_symbol,Zmynd8
gene_accession_id,MGI:1918025
parameter_name,Percent time in dark
