gene_symbol,Dmap1
pvalue,0.9876516
parameter_id,MGP_CSD_025_001
analysis_id,dk5gs3901n2b6e3
mouse_strain,C57BL
mouse_life_stage,E9.5
gene_accession_id,MGI:1913483
parameter_name,Ventral coat/hair presence
