gene_symbol,Secisbp2l
analysis_id,1szevpz71c71hde
parameter_id,HRWLLA_GRS_010_001
parameter_name,Forelimb grip strength normalised against body weight
mouse_life_stage,Late adult
gene_accession_id,MGI:1917604
pvalue,0.09338522
mouse_strain,C57BL
