parameter_id,HMGULA_CBC_009_001
parameter_name,Calcium
analysis_id,h33n387725456a3
mouse_strain,C57BL
pvalue,0.8603115
gene_symbol,Trpa1
gene_accession_id,MGI:3522699
mouse_life_stage,Early adult
